,document,label
2011,고현정 왤케 살찜?ㅋㅋㅋ,1
2012,조선남녀상열지사-스캔들 이후 최고의 퓨전사극멜로물이었다.대한민국 인디영화 화이팅~~,1
2013,추억의 영화...,1
2014,완전억지투성이다 끝부분의 악당녀의아랫부분은구역질난다,0
2015,스토리가 답답하다 그냥,0
2016,종군기자에대한영화,1
2017,난 문소리씨인줄도 모르고 봤네,1
2018,스티플러가3탄에서젤웃김ㅋㅋㅋ4부턴쓰래기라아쉽다 ㅠㅠㅠㅠㅠ,1
2019,"이건 아니다. 너무 성의없고, 옆사람 코골고.. 시네큐브서.",0
2020,별루 .,0
2021,이걸 어째야 하나...변기물 내리듯이 내려버리고 싶다.,0
2022,마지막 윌이 아들을 향해 소리치는건 정말 기억에 남습니다.,1
2023,예고편만 봤는데도 재밌넹!~~~~~~~~~~~~,1
2024,전문가 평점보다 네티즌 평점이 낮은건 처음보는 것 같군요. 최소 8점이상의 영화라고 저는 생각합니다.,1
2025,정말 어처구니없는영화..,0
2026,이런게 어떻게 영화지???,0
2027,흐앙 ㅠㅠ 디시 쥬금 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
2028,완전 쓰레기,0
2029,옛날건데 존내 재밌어ㅋ,1
2030,많이 떨어진다,0
2031,정말 따뜻하고 인상적인 드라마에요. 앞으로도 계속 쭉~ 이어갔으면 해요.,1
2032,시리즈의 시작이니 점수 후하게 준다 2편이 더 좋다,0
2033,내 인생 최고의 (중국)영화....,1
2034,일단 장르에 코미디부터 없애자 관리자야,1
2035,마이너스가 없어 아쉽다. 친일영화~,0
2036,뭐 이딴영화가....극초반에만무섭고 나머진 그냥 졸뻔할때 깜짝깜짝 놀라는수준?? 한국공포는 그냥 망햇음 ㅉㅉㅉㅉ,0
2037,그냥 10점 만점에 10점,1
2038,그런데 이 영화 어디에서 구할 수 있는지 궁금하네요. 빨리 보고 싶은데 이 영화.,1
2039,인간의 고전적 순수한 사랑을 그린 영화 입니다,1
2040,코미디 영화에 잡다하게 많이 들어간 감동 조미료. 결과는 병맛,0
2041,혼자걷는시간이 필요하다. 그리고 알게되는것들에 대해 생각할수있었음,1
2042,뒤로 갈수록 내용도 매끄럽게 이어지지 않고..결말이 없는 것같네요..,0
2043,학교에서보던영화 재미있었어요,1
2044,"""""""아빠! 일어나""""가 감동적인 클레멘타인의 아류작""",0
2045,채플린이야말로 영화계의 위대한 독재자다.,1
2046,볼만했던..,1
2047,재미감동둘다ㅇㅋ,1
2048,정말 재미있나?? 나는 이해 할 수 없다. 잉여 인간이 전부가 아니라. 열심히 훌륭하게 잘 살고 있는 청년도 있다.,0
2049,전형적인 웃음감동코드폭력 다 들어있는 내용뻔하디뻔한 한국영화. 그냥 영화보기전부터 내용 싹 다 알겠더라. 솔직히 1점은 아니지만 평점 너무높아서 내림. 4~5점정도가 적당,0
2050,안보면 인생을 낭비하는 것과 같다.,1
2051,영화가 내용이 없다,0
2052,좋은 재료와 훌륭한 부엌에서 엉망인 요리가 나왔음.,0
2053,이렇게 힘들게 여자 파는 애들은 첨보네 ㅋ 이래갖고 몸이 열개라도 남아나겠나,0
2054,차태현 연기 짱이었고 너무 슬펐다넘 재미있게 봤다,1
2055,해피앤딩을 좋아라하는 민족특성상 결말때문에 평점이 낮은듯;;; 감독판으로 봤는데 긴장감좋고 재밌었슴..,1
2056,참 좋아했던 작품이다.,1
2057,스타워즈 시리즈중 최고의 작품,1
2058,최영과 은수의 이야기가 가슴을 아리게했던신의...지금은 그들의 얘기가 넘 궁금해 책도 보고 있어요 정말 무한반복. 볼때마다 가슴이 애절한 드라마입니다.,1
2059,이게 영화냐? 성준아? 밥도 먹지 말고 영화나 봐라.,0
2060,박민영 때문에 봤지만 동물이 소재가 되는 영화는 재미없어서 다시 안본다,0
2061,좀 쌩뚱맞네,1
2062,이영화 토렌트 파일소장하고잇습니다. 보고싶은분 족지주세요,1
2063,"야이 인간같지 않은 낚시꾼들아. 이 신발색깔 빨간색깔들아 이게 재밌다고? 응응응? 그런거야 ? 응? 아놔 어처구니가 없네 네이버 평점을 믿은 내가 OO이지 OO ,ㅡㅡ 다음사람 볼려면 봐라..이영화에 를 디워에 비교하면 디워는 블록버스터다. 진심.",0
2064,"시도는 좋았고 영화는 그저그랬고 결과는 망했다. (마지막에 노미오,줄리엣이 죽었다면 6점 줄 의향도 있었다.)",0
2065,"우와~ 정말 재미잇어요^^ 트레저 옐로,핑크 화이팅~!",1
2066,여주 도하 연기 최악..배우들의 연기가 다 따로 놀고..정말 기대했는데...이제 여기서 고만 봐야할 듯..,0
2067,불륜?고소하거나나가OOO된다왜인간은못난저대신타인을죽일까,0
2068,"시대의명성?을따라가는전형적인졸작,볼것은있다?",0
2069,크리스마스가까와지면 꼭 보고싶어지는영화뻔한스토리도 이렇게 감동적일수가 있다니,1
2070,"이 영화에서 아무런 감동도, 의미도 찾을 수 없었다..",0
2071,이게 영화냐.... 스크린에다 팝콘 뿌려버리고 싶네...,0
2072,"그래야 마땅한 세상을 만들려고 뻥치시는 이분들, 정말 우리에게도 절실! 잼난 영화!",1
2073,로맨스 영화의 끝판왕!! + Elvis Costello 의 She~~,1
2074,악마들 비주얼도 그렇고 스토리야 원래 유치할거 어느정도 예상은 하는거고. 볼 맛 나는 영화였는데. 평점이 너무 낮네요..;; 5점짜리 영화는 아닌거 같아서 10점!!,1
2075,> <♡ 신의 퀴즈 덕분에 류덕환이라는 좋은 배우를 알게 되었네용!! 너무 잘 보고 있어요. 일주일의 마무리를 신의퀴즈와 함께!!!!,1
2076,리암 니슨형 엄청 고생하면서 찍었는데 영화 자체는 드럽게 잼없드라.,0
2077,쌍팔년도 슬로우 와이어액션을 아직 써먹네.. 이러니 나오는 홍콩영화마다 망하지,0
2078,치밀한 스토리 구성은 좋았으나 약간 어려웠다.,1
2079,19세인데 개 오글거려 그냥 드라마를 찍어라 말 진짜 많어--,0
2080,최수종의 연기가 돋보임/...,1
2081,이 역시 좀비물의 한 종류,0
2082,의미없이 쌈만 하고 오글거리는 허세 가득한 한국 조폭 영화보다 낮다 키가 작아도 믿음직한 남자는 정말 멋있다 일본 배우중에 저리 쌈 잘하는 남자가 있었나 놀라면서 봄 영화속 의미있는 메세지들이 많았다 요근래 개봉한 영화들보단 재밌으니 한번 보시길,1
2083,유전무죄 무전유죄.. 우리의 현실,1
2084,"이런 분위기의 영화 너무좋다~ <내 아내의 모든 것>에 나오는 장성기라는 캐릭터가 안토니오를 모티프로 만들어진 것 같은 느낌을 받았다. 하지만, 우리나라판 제목이 마음에 안들긴 하지만 영화는 정말 좋았다.",1
2085,우울한 마음을 날려버리게 하는 영화,1
2086,이은주님 ! ! ! 세월이 흘러도 그립습니다 하늘에서는 부디 행복 하세요,1
2087,색다른 느낌의 멜로! 스칼렛요한슨목소리 진짜 매력적이네요,1
2088,몇번을본영화인지모르겠다ㅋㅋ좋아하는시리즈중하나ㅋㅋ,1
2089,짱!!!!!,1
2090,이 영화는 포스터 자체부터 반전이다백악관 폭파된 사진은 뭐임? ㅋㅋㅋ감독 때려주고 싶다. 진심,0
2091,정말 재밌어요.박용하가 너무 멋져.,1
2092,예전에 강변cgv에서 봤는데.. 영화 중간중간 주변에서 사람들이 욕하는 소리가 들리더니 끝내는 다수의 사람들이 여기저기서 일어나서 상영관을 나가버렸다.. 영화보다가 그런 경우는 첨이었다.. 완전 쓰레기 영화다..,0
2093,처음엔 나인과 다르게 왜이렇게유치하지 싶었는데 후반부로 올수록 정말 재밌어지네요 과거부터 거슬러오는 인연?도 충분히개연성있고 억지스럽지않은데다가 스토리도탄탄하고요. 멜로씬이많이없어서 아쉽지만ㅎㅎ 남은 2회는 정치얘기보단 달달한사랑얘기가많았음 좋겠어요~,1
2094,이거 평점 어케 낮춤? ㅡㅡ:: 신성록때문에 보지만... 어떻게 지난주 예상했던거에 한치도 오차가 없냐... 기억상실이라니!! 개나소나 다 기억상실... 작가 맞아? 월화 볼게 없네 ㅠㅠ,0
2095,나만돈주고보기아깝다,0
2096,잼있어요...,1
2097,감사합니다. .감명받았네요..,1
2098,한국 영화계에 양윤호 재앙을 알린 1호탄!!!,0
2099,노잼,0
2100,명작이다.명작이다 십명작이다,1
2101,동성애에 대한 편견과 불쾌감을 심어주는 영화.,0
2102,마지막장면이 정말 충격적인 영화 여자들이 보면 경악할 영화다,0
2103,별루..,0
2104,평점 낮을 만하니까 낮지 ㅄ들아 니들땜에 낚였자나 시바 시간아까워,0
2105,그지같네요 복장터져서 정말,0
2106,솔직히 별로일줄 알았는데 생각보다 엄청재미게받습니다 ^^,1
2107,초반에는 귀여운 위트로 웃음짓게 만들다가 마지막엔 감동으로 울리는 영화. 아직도 감동이 가시지 않는다.,1
2108,재미없다...일본멜로의 몰락,0
2109,"뭐이딴게,,,,",0
2110,언더 더 스톰은 어디 영화임?,0
2111,good ! very good!,1
2112,페이크를설정으로했음불을안켜거나촬영에목숨거는거에관객이의문을품지않게했어야지..,0
2113,로버트 드니로 연기 끝장남,1
2114,맛없다.,0
2115,개심귀 시리즈는 개심귀당귀만 보면된다 다른건 별로다,0
2116,시나리오랑 연출이 정말 꽝 입니다. 정말 어이없는결말이네요 대 실망,0
2117,보는내내 행복했습니다,1
2118,다이아나 애그론 되게 매력있는 배우..앞으로 팬될거 같다~,1
2119,별로 달갑지 않은 속빈강정같은 스토리는 꽝,0
2120,걍 교도소장 죽이고 그 옷입고 나간다는 내용 ㅡㅡ,0
2121,틸OO이거잘생겼다// 영화도 좋다//,1
2122,우리는 진정한 애마가 그립다 애마에 타는 갈증을 느낀다,0
2123,이런 영화는 결말이 뻔해서 그다지 좋아하지않는데 아역배우땜시 가슴아팠다가... 또 훈훈해졌다가... 모든 배우들의 연기력도 좋았지만 아역배우의 연기력에 감탄이 나온다... 스토리도 넘 좋다~,1
2124,물공놀이 영화. 한편의 피구를 보는듯,0
2125,정말 멋진 영화다. 왠지 모를 강력한 흡입력과 예술세계,1
2126,오유에서 왔습니다,0
2127,tv 전기세가 아까웠던 영화다!!!,0
2128,감동적이었습니다. 감사합니다.,1
2129,클레맨타인은 그렇다 쳐도 이거는 진짜 용서못하겠다. 어떻게 초등학생들이 찍은 단편영화보다 훨~~~~씬 못할수가 있냐,0
2130,겉만 그럴싸한 삼류 킬링타임 영화,0
2131,"전쟁영웅, 살아남아 모든 것을 가지다. 남자의 로망 그 자체 .. 그 외 조연들도 애잔하고 매력이 넘친다. 이게 대작 아니겠나.",1
2132,장태정이 너무싫어요 병원에서 의식잃은척 웃는데 소름끼쳤어요 무서워서 못보겠어요 장태정은 사흘동안 화장실도안가나봐요,0
2133,돌프 룬드그렌 나온 영화는 이 영화하고 다크엔젤만보면됨!,1
2134,"오디션 프로그램이 난무하는 요즘같은 시대에 딱이네..., !! 미디어가 사람을 어떻게 만드는 지 잘 보여주는 영화",1
2135,"술, 마약, 섹스... 쩝..",0
2136,주님은 한쪽문을 여실때. 다른문을 닫아놓으신다.-사운드 오브 뮤직중에서....,1
2137,누가봐?,0
2138,다시 보고싶어 찾은 추억의 영화,1
2139,잔잔한 직장인들의 느와르,1
2140,완전재미있다 웃기다 재밌다,1
2141,good,1
2142,드라마 잘 안보는데 이건 정말 재미있게 봤어요,1
2143,s잘모르겟어요..ㅅㅅㅅㅅ,0
2144,뭔 이X같은 스릴러가있냐? 평점4.5 정도 가 적당,0
2145,씩씩해서 사랑스럽다^^,1
2146,지역 왜 바꾸지 왜 강원도에게 덮어씌웁니까,0
2147,보다가 지가 상처내고 신발안신고 총도못싸고점퍼이후에 이런영화 두번째,0
2148,뭐지 뭔가 아쉬운느낌인데....,0
2149,욕하는샛기들은 이해ㄱ가안감,1
2150,개봉당시 영화관에서 봤습니다. 조조였고 4커플정도 있었는데 처음부터 끝날때까지 웃는소리가 안들렸음 =ㅁ= 평점좋아서 보러갔다가 실망하고왔음... 파마머리 엄청싫어.ㅠㅠㅠ,0
2151,CG도 별로고 전개도 별로고 연기도 별로고 한마디로 재미없다,0
2152,좀 높여줘야지.. 배우들이 연기를 잘해서인지 전쟁전의 긴장감이 확 느껴지는 영화요!,1
2153,3.14 원주율ㅋㅋㅋㅋㅋㅋㅋ아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2154,이영화는 요즘은 DVD로도 구할수가 없네요. 꼭 보고싶은데..,1
2155,허각이 되어야죠^^ 존박이 잘생겼나요?? 내보다 못생겼구만;; 감동이 있는 허각 허각,1
2156,별로,0
2157,최고의 신화!!! 정말 자부심과 뿌듯함을 느끼게 해준 영화예요~ 매년 보고파요~~♥ 3월은 콘서트로 겨울엔 영화로.. 고정시키죠?? 우리 오래오래 함께해요♥♥♥,1
2158,지금 봐도 전혀 촌스럽지 않고 순수하고 맑은 드라마 노래들도 좋고 드라마 모든 사람 분위기 다 사랑스럽다는.....,1
2159,이런게 바로 영화다. 놀라운 여배우의 데뷔작이기도,1
2160,가이 리치의 젊은 센스와 재기가 넘치던 시기.,1
2161,재밌다,1
2162,ㅋㅋㅋ슈볼랔,0
2163,언제 한 번 찾아서 봐야 될 텐데 말이죠,1
2164,재미도 없고 감동도 없고 그렇다고 교훈이 있는것도 아니고,0
2165,아놔. 이딴게 영화냐.,0
2166,당연히 10점아니냐간첩들은 다 조져야한다,1
2167,튀지 않는 잔잔한 영화라 생각! 괜찮네여ㅎㅎ,1
2168,SF좋아하는 사람이라면 최고!,1
2169,"어짜피 오인혜는 기대도 안했는데, 신은경은 왜이리 연기력이 떨어졌지...",0
2170,재미있다. 마음은 착잡하다.,1
2171,슈퍼배드 제작진들이 만든 작품이라서 그런가 분위가 뭔가 비슷비슷 했어여ㅋㅋ,1
2172,솔직히 직접 보고 왔으면 3점이상 주기 어려울텐데,0
2173,너무 저평가된 영화다.훌륭한 영화.!!,1
2174,명작 오브 더 명작...,1
2175,"웃기긴웃겼는데, 웃기는비중이 너무적다. 코미디면 스토리보다 웃기는 비중에 신경써야하지않을까?",0
2176,혜수님이 나오신다 하여 보기 시작했는데 어느세 너무 재미있어 꼬박꼬박 챙겨봤던 드라마!! 혜수님 너무 예쁘시고 연기도너무 잘하세요!!!,1
2177,"만든다고 수고많았는 것 같지만, 너무 지루합니다. 유역비는 예쁘네요",0
2178,어렷을적 주말의영화에서 보고 크면 꼭 다시봐야지 했던영화ㅋㅋ,1
2179,재밌게 봤습니다! 참신하네요~,1
2180,초반엔 좋았는데 가면갈수록 시나리오가 산으로감.. 6점정도인데 평점 조정용으로 1점 드림..,0
2181,찰리 채플린의 연기에 깜짝놀라다!!!,0
2182,뻔하고 긴장감 없는 액션,0
2183,긴 뮤직비디오를 보는 기분,0
2184,귀여운 거북이들 ㅋㅋ,1
2185,별 다섯개 주기 힘든영화,0
2186,진짜 생생하게 느낄 수 있었다,1
2187,표현방식에 공감되지 않다.,0
2188,정말 감동적인 영화였어요..!,1
2189,최악의 연기와 대사. 어디가서 독립영화라고 하지 마슈. 부끄러운줄 아셔야지~ 그리고 인간적으로 여자들 와꾸 너무 심하지 않소?,0
2190,그들만의 평화. 그들만의 전쟁. 하지만 피해보는 이들은 그들 외.,1
2191,평점 10점짜리가 터무니없이 많아서 1점 준다. 저건 알바인거냐?,0
2192,재미있음,1
2193,"그냥 하이틴 영화일거라고 생각하고 별 기대없이 봤는데, 여운 쩐다",1
2194,너무보고싶어요,1
2195,심슨과 퓨처라마 둘다 좋지만 개인적으로 퓨처라마가 더 재밌음,1
2196,연기의 끝을 보았다...,1
2197,조인성 영원한 이상형사랑해요,1
2198,지겨운 소재의 로맨틱코메디.,0
2199,나는 솔직하게 인도영화가 재미있는지 모르겠다. 뭔가 감정을 잡으려고 하면 나오는 뮤지컬에 감정이입을 방해받는 느낌이다. 그리고 상황을 너무 극단적으로 몰아 붙이는게 마치 과거 우리나라 영화같다. 그래서 나는 공감을 못하겠다.,0
2200,답이없다...평점이 왜이렇게 높아 ???/진짜...,0
2201,그냥.....별로임,0
2202,이런 걸 맘대로 막 만들어도 되나?,0
2203,乃 우주 영화는 이래야 한다.,1
2204,그냥 아무런것도 느껴지지않는다..후련하지도 감동적이지도않은..,0
2205,그냥 별 다섯개 주면 버릇나빠진다,0
2206,시간이 아깝다 영화 사상 최악의 악평,0
2207,감독의연출력에 화가난다... 어수선하고 산만해서 정신이 하나도없다,0
2208,노잼.. 할인받아서 봤는데도 보상받고 싶은 기분,0
2209,정말 무서운 영화다 감독이 무섭고 진짜 무서운 반전은 2편이 나올까봐 무섭다 오인천 감독은 세계적 거장 우베볼을 잇는 진정 한국의 우베볼이다,0
2210,진짜 재미없다 먼치킨 전형,0
2211,전달하려고 했던 내용이 제대로 전달되지 못했던 것 같다,0
2212,솔직히 너무 지루해...,0
2213,처음봤을땐 아포칼립토의 찜찜함을 벗어낼 수 없었지만 두번째 봤을때 비로소 김한민 감독의 연출의 천재성을 느낄 수 있었다보낸 내내 시간이 멎었다한국영화의 발전을 보여주는 작품,1
2214,비판이라해도 너무 과장스러움,0
2215,"중간중간 울먹한 영화 때묻지 않았고,가끔 오글거리는데 정말 감동 재미 모두 챙김,개인적으로 타이거형님 어떻게 됬는데 궁금함",1
2216,아웅 드디어봤네여 너무 잼께잘봤습니다~사람들개인의취향이 각자 다 다른거라지만 이영화를 억지스럽다 그저재미없다시는분들이 저는 조금 이해가지않을정도루 가슴이 뭉클해지구 짠했어요저는 요즘 톰하디영화를 전부 찾아서보구있는데 정말 연기 잘하는배우인거같아요,1
2217,이하늬 왜케 멋있늬 너만 기다리잖늬~~~~,1
2218,20년 넘는 세월동안 나는 통키가 남자인줄 알았다....ㅠㅠ,1
2219,손가락에 꼽는 숨은 명작!!,1
2220,감독에게 감사해요 기분 좋게 일어날 수 있게 해줘서 ㅋ,1
2221,영화 구성을 떠나서 라이토 배역 섭외부터가 에러인 영화 원작 라이토와 이질감이 너무 크다 안재모랑 닮은것같다ㅋㅋㅋ 진짜 원작 라이토는 완소인데 이건 뭐 얼굴이 욀케넓적하냐ㅋㅋ집중이안되,0
2222,일주일의 피로를 이 프로로 풀고있는 애청자 입니다 제발.. 연기좀 안되는 분들은 빼주십시요 드라마 집중안되어 채널을 돌리기도합니다.. 전에 연기하셨던 분들로 진정 바꿀순 없는겁니까?,0
2223,영화 보면서 같이 춤추고 싶은 마음이 들었어요! 라틴어는 못알아들어서 아쉬웠지만....ㅋ,1
2224,하아.... 이건 아니지.. 시간이 너무나도 아깝구나.,0
2225,잘봣어요,1
2226,진짜 연기력이 미쳤다 장난아니다,1
2227,좋은영화,1
2228,이게 8점대 영화냐? 컴퓨터 전기세가 아깝더라!,0
2229,재미없다 진심..조작하지마라 p2b자료 파는새1끼들아,0
2230,이런걸 560만 관객이나 봤다는게... 참...,0
2231,봤는데 완전 소름 쫘~~~ 실화 기도 하고 소녀 가 불쌍 했음 마지막 에 그소녀는 악영씨었 다는 충격 받고 타죽음 ㅠㅠ,1
2232,피터팬 진짜잘새엿어ㅠㅠㅠ,1
2233,러닝타임내내 미술관에 온 것같았고 내가 마치 숲속안 르누아르의 집 안에 함께 하는 것 같다고 생각할 만큼 집중도 높은 영화였다.영상미 자체는 이루 말할 데 없이 훌륭하였고 잔잔한 분위기로 숨죽여 볼 수 있게 만든 구성도 완벽했다,1
2234,스토리는 뻔할지 몰라도 감동을 주기엔 충분했다. 어차피 영화 스토리야 다 거기서 거기 아닌가?,1
2235,한국어 제목만 아니었으면 9점,1
2236,특별한 에피소드도 없구..그냥 지루할뿐..,0
2237,"걸작 공포영화마스터피스를 망쳐놓은 감독의 한심한 연출력...감독 존 무어...당신에게 오멘(666)의 저주가 있으리라.능력이 안되면,손대지를 말든가?제가 무슨 알프레드 히치콕이라고,엉뚱한 녀석.가서 다이하드6-본투비 와일드나 찍고있어~임마...(웃음)",0
2238,"마스크 내가 초딩때였나 유딩때였나, 아빠가 비디오사서 봤었던 기억이난다. 어린마음에도 '저사람 미쳤구나~ 정말 미친거같아~'라고 생각할정도로 표정연기가 압권이였지. 짐캐리좋다!",1
2239,"발로 한 연기, 발이 만든 스토리, 발로 만든 영화.",0
2240,보다 잠듬 공백채우기 공백,0
2241,곽경택이 이때는 친구가 하나도 없었나부다,0
2242,마일즈텔러의 연기도 훌륭했다. 잔잔하고 먹먹한 영화~~~^^,1
2243,정말 미안하지만 정말 시간낭비라고 생각할수밖에 없었다,0
2244,최악이네.. 이게 과연 영화일까..???,0
2245,몇몇 변태적인 남자들의 성적 판타지를 예술로 포장한 폐기물. 역겹다.,0
2246,볼거리가 풍부한 영화. 심지어 메시지도 담겨 있다.,1
2247,전작을 떼어놓고 본다면 10점,1
2248,캐릭터살아있고 ㅋㅋ 겁내웃김 ㅋㅋㅋㅋㅋ,1
2249,별루...,0
2250,브라질 빈민촌의 실상을 리얼하게 잘 연출한 수작,1
2251,별1도 아깝네요...살다살다 이렇게 돈 아까운 영화는 첨 보네요...아이도 그냥 생각 없이 본 듯합니다 ㅜㅠ,0
2252,H.O.T. 빠순이를 위한 영화,0
2253,댓글들 너무하네.. 따뜻하고 진정성 있는 영화인데..,1
2254,재미있는데 왜케 평점이 낮지...나름 해피엔딩이라 좋았는데 ㅋㅋㅋ,1
2255,밑에 06/2/28일이내?나랑똑같이 영화보고 온거내.정말 뷰티플함,1
2256,하나님 중심의 신앙이 아니라 인간중심 물질중심의 신앙이 되어버렸기 때문에 예수의 정신과 진리가 사라졌다믿음의 결국은 영혼의 구원이고 천국인데 우리나라처럼 구복신앙의 나라가 있을까? 성경을 보면 재물은 오히려 천국의 걸림돌인것을...,1
2257,정말 어릴때 본 영화. 지금시대에본사람들은 점수가짤지모르지만당시엔꽤괜찮은영화,1
2258,"시사회 보고왔어요. 보기전에 평점 낮아서 기대안하고 봤는데이게 뭐야.. 뭐야...뭐야..하다가 나왔어요.스토리 단순 반전도 없고.. 예상대로 죽죽, 액션신 단순 카메라 앵글 답답해요..짜증났음, 연기 단순 배우는 늘 어리바리어리바리 이게 머야",0
2259,OOOO 스토리 초딩이썼나 절대보지마요,0
2260,"디스토피아, 아포칼립스의 세계관을 가장 잘 표현한 작품이라 생각한다. 영화가 망한 이유는 제작비에 비해 수익이 적어서라고 알고 있다. 그래도 이 영화가 망작이라고 평하는 사람은 없을 거라 생각한다.",1
2261,345,0
2262,뻔한 스토리. 보복의 합리화가 불편하다. 보복도 범죄,0
2263,이걸 본 사람이 있을까?,0
2264,사랑에 치우친 하이틴 영화가 아닌 현실 과 꿈에 부딪치는 주인공들의 모습에 왠지 모를 뿌듯함 까지 느껴짐! 굳!,1
2265,그립다..........ㅜㅜ,1
2266,처음에는 단지 배두나 몸 보려고 봤다가 볼수록 깊은 여운을 남긴 영화..,1
2267,"영화에 대해서 비평이많은것같은데, 내 기준으로 이영화 정말 참신하다고 느꼈다.. 이런영화 또 어디있을까 하고 찾게만드는 묘한 매력이있음.",1
2268,타란티노 영화를 너무 좋아하기에 장고와 펄프픽션은 수십번 봤을정도다. 그리고 지난주 준비도 없이 토익스피킹 시험을 봤는데 190점이 나왔다. ㅋㅋ,1
2269,맑은 음악과 진실된 삶에 감동이 북받쳐 오른다.,1
2270,남주만 매력적이었어도.. 웬 서프라이즈에 나올법한 연기와 외모.. 역할과 전혀 어울리지 않는다. 젊으나 늙으나 똑같이 늙고못생긴 얼굴.. 풍경만 멋지고 내용도 별로다. 예술영화도 아님,0
2271,재미없다 끝이다 할말없다,0
2272,아 레이첼 웨이즈. 스릴러를 이렇게 로맨틱하게 그리다니.,1
2273,이리저리 조금 이가 빠진듯한 어색함이 있지만 나에겐 최고로 따뜻한 영화였다. 여주인공의 따스한 눈길이 아직까지 마음에 남는 영화. 마음이 메마를때마다 꺼내 보고 싶다.,1
2274,보면서 많이도 울었던영화,1
2275,소재가 제일 마음에들었다 오랜만에 보니깐 무섭다,1
2276,별점이 10점 밖에 없다는게 아쉬울뿐.... 처음부터 끝까지 몰입하게 긴장하게 만드는 영화. 배경음의 선율도 영화를 충분히 더 아름답게 한다. 이영화는 계속해서 아름답게 내기억에 남을 영화.,1
2277,문어보다 곰치가 무서웟다.,0
2278,나는 굉장히 재미있게 봤다. 타짜보다 더 강렬하던데. 배우들도 쌈빡하게 연기하고.,1
2279,우왕좉타,1
2280,영화보다가 이렇게 많은 사람이 나가는 거 처음 봤다..캐지루.,0
2281,액션에 환장함,1
2282,평점 너무 높네;; 6~7점 정도가 적당할듯 정서에도 안맞고 먼가 어색함-_-,1
2283,후반부 악당보다 전반부 악당들이 인상적 만화치고는 아주 괜찮음킬링 타임용으로는 최고 마지막 악당의 최후가 터미네이터2를 연상시킨게 흠. 모방~~~,1
2284,꽤 재밋는 영화...이정도면 9점정도 된다..,1
2285,"참 신나게 사는거같다, 저런 휴양지 꼭 가보고싶다; 평생 꼭 한번",1
2286,끝부분에 주요인물 세명 모여서 결판지을 때의 긴장감이 묘미,1
2287,뭐하는 거지? 한번 뿐이잖아..,1
2288,"박근혜 대통령께 위로공단을 꼭 보여드리고 싶습니다.미안함, 분노, 수치심...내가 느낀 감정을 대통령께서도 느껴주시길.",1
2289,그냥 보고만 있어도 좋다 보고 또보고,1
2290,이게 지루하고 재미없음?,1
2291,잘 알지 못하고 그냥 지나쳤던 야스쿠니 신사에 대해 생각하게끔 해 준 최고의 영화!,1
2292,뭐니,0
2293,드럽게재미없고 작위적이고 역사적인척하는 유치한 중국영화들중 하나,0
2294,개망한 영화. 보면 왜 망했는지 알 수 있는 영화,0
2295,"평범한 액션, 깜찍한 유머!",1
2296,"소오강호 때부터 남봉황 매력도 장난아니고, 임청하는 두 말할 것도 없음. 그야말로 최고라는 수식이 아깝지 않다.",1
2297,최고다 그냥 너무재밌게본영화,1
2298,첨부터 끝까지 볼만한게 없다,0
2299,고2때 애들이 황산벌 보자고 하고 내가 막 우겨서 이거 봤는데.. 날 용서해라.. ㅋㅋ,0
2300,"미얀하지만. 스토리를 상황극으로 만든거 같다 , 또하나의 단점은 억지로 웃길려는거와 , 지루함",0
2301,어휴~!,0
2302,"감정의 배제, 함축을 지나쳐서 무미건조한 묘사가 답답함을 느끼게 했다. 무엇을 말하려는지는 확실하게 알 수 있지만 그 뿐이다.",0
2303,내 생애 처음으로 엔딩크레딧까지 다 본 영화....내 청춘시절이 주마등처럼 스쳐간다...사랑한다 과거의 내청춘..,1
2304,10년만에 다시 봐도 영상만큼은 여전히 기괴하고 쎄구나.,1
2305,이 영화를 처음 봤을 때의 긴장감은 진짜..,1
2306,10,1
2307,여군특집너무시끄럽다,0
2308,어렸을때 굉장히 긴장하면서 봤던 기억이,1
2309,시즌1 핵꿀잼. 시즌2 핵노잼.,0
2310,이 영화를 보고 암이 나았다.,1
2311,19년전 이영화가 나왔을땐 이이상의 영화가 없었다..,1
2312,"불쌍한 넘, 불결한 넘, 불미스러운 넘 으으.....pq",0
2313,좀올리자 보지도않은영화 넘 박하네 ㅋㅋ,1
2314,불확실한 극단적 상황에서 어떤선택을 할것인가. 관객은 두사람 머리속에서 갈팡질팡 하게된다. 그리고 토니스콧 표 죽여주는 엔딩!,1
2315,매번 볼 때마다 마음이 심란하다. 그만큼 공감이가는 영화 다시 한번 나를 생각해본다,1
2316,내용의 우울함을 덮을 만큼 신선한 영화. 실감과 연민의 영화,1
2317,격추당한 비행기안에서 어떻게 어른은 다치고 아이는 멀쩡할까,0
2318,최악이다.........,0
2319,최고의 코미디 영화~!!!,1
2320,재미로보는거지경차그런거나와서설명하고그럼재미없잖아요,1
2321,이걸 시나리오라고 썼나?,0
2322,강간은왜한건데; 우리아라가키유이짱 이미지 파괴영화중하나임이건,0
2323,폴워커의 진짜 연기력을 느낄 수 있는 영화. 참 잘 만든 영화라 생각합니다.,1
